Descrição;Qtd Entr;Vlr Entr;Qtd Saídas;Vlr Saídas;R$ Atual
BOLO DE CHOCOLATE C/LEITE COND ARTE;10,0;127,55;0,0;0,0;39,99
BOLO DE MILHO ARTE PAO KG;10,0;127,55;1,088;30,46;39,99
BOLO ESPECIAL IOGURTE ARTE PAO KG;10,0;127,55;0,0;0,0;39,99
BOLO FUBA ARTE PAO KG;10,0;127,55;0,294;7,29;27,99
BOLO FURO ABACAXI ARTE PAO KG;40,0;510,19;0,0;0,0;27,99
BOLO FURO AIPIM ARTE PAO KG;40,0;510,19;0,0;0,0;27,99
BOLO FURO BANANA ARTE PAO KG;10,0;127,55;0,0;0,0;27,99
BOLO FURO BAUNILHA ARTE PAO KG;10,0;127,55;0,0;0,0;27,99
BOLO FURO BROA FUBA ARTE PAO KG;10,0;127,55;9,662;212,54;27,99
BOLO FURO CACAROLA ARTE PAO KG;50,0;637,74;143,765;3171,6;27,99
BOLO FURO CENOURA ARTE PAO KG;30,0;382,64;8,642;173,37;27,99
BOLO FURO CHOCOLATE ARTE PAO KG;30,0;382,64;17,243;411,72;27,99
BOLO FURO COCO ARTE PAO KG;20,0;255,1;13,13;278,55;27,99
BOLO FURO FORMIGUEIRO ARTE PAO KG;40,0;510,19;14,322;314,55;27,99
BOLO FURO LARANJA ARTE PAO KG;40,0;510,19;18,647;436,46;27,99
BOLO FURO LEITE COND ARTE PAO KG;10,0;127,55;2,802;56,04;27,99
BOLO FURO LIMAO ARTE PAO KG;30,0;382,64;7,199;143,1;27,99
BOLO FURO MESCLADO ARTE PAO KG;30,0;382,64;5,628;124,53;27,99
BOLO FURO MILHO ARTE PAO KG;10,0;127,55;0,0;0,0;27,99
BOLO FURO NEUTRO ARTE PAO KG;10,0;127,55;0,0;0,0;27,99
BOLO INDIANO ARTE PAO KG;10,0;159,44;0,0;0,0;37,99
BOLO INDIANO RECHEADO ARTE PAO KG;10,0;159,44;0,0;0,0;39,99
BOLO LIMAO REDONDO C/MOUSSE ARTE;20,0;340,13;0,0;0,0;29,99
BOLO NEGA MALUCA ARTE PAO KG;30,0;637,74;0,0;0,0;49,9
BOLO NOZES ARTE PAO KG;30,0;797,18;0,0;0,0;64,99
BOLO PE DE MOLEQUE ARTE PAO KG;30,0;382,64;0,0;0,0;29,99
BOLO PUDIM CHOCOLATE ARTE PAO KG;10,0;159,44;0,0;0,0;29,99
BOLO SALGADO ATUM ARTE PAO KG;10,0;170,06;0,0;0,0;34,99
BOLO SALGADO FRANGO ARTE PAO KG;60,0;765,29;6,774;169,71;34,99
BOLO SALGADO SALSICHA ARTE PAO KG;30,0;382,64;19,76;505,0;34,99
BREVIDADE ARTE PAO KG;10,0;127,55;3,403;110,48;29,99
BROINHA MILHO ARTE PAO KG;30,0;382,64;2,632;73,73;29,99
CAKE MULTI CEREAIS ARTE PAO KG;40,0;637,74;0,0;0,0;49,9
CAKE RED VELVET ARTE PAO KG;10,0;159,44;0,0;0,0;49,9
COOKIES CHOCOLATE ARTE PAO KG;10,0;127,55;2,297;105,27;29,99
COOKIES TRADICIONAL ARTE PAO KG;10,0;127,55;4,092;192,24;29,99
CROISSANT CALABRESA ARTE PAO KG;20,0;716,61;0,0;0,0;54,99
CROISSANT CHOCOLATE ARTE PAO KG;10,0;212,58;0,0;0,0;49,99
CROISSANT DE QUEIJO ARTE PAO KG;10,0;265,72;0,0;0,0;49,99
CROISSANT DE RICOTA ARTE PAO KG;10,0;212,58;0,0;0,0;49,99
CROISSANT FRANGO E REQUEIJAO ARTE;20,0;531,45;0,0;0,0;49,99
CROISSANT PRESUNTO E QUEIJO ARTE;20,0;531,45;0,0;0,0;49,99
CUSCUZ ARTE PAO KG;20,0;170,06;0,0;0,0;29,99
DONUTS DE BEIJINHO ARTE PAO KG;20,0;170,06;0,0;0,0;29,99
EMPADA FRANGO C/REQUEIJAO ARTE PAO;60,0;765,29;3,394;156,11;45,99
EMPADAO FRANGO C/REQUEIJAO ARTE;30,0;382,64;0,0;0,0;45,99
ESFIRRA CARNE MOIDA ARTE PAO KG;20,0;255,1;0,0;0,0;45,99
FARINHA DE ROSCA ARTE PAO KG;50,0;340,13;4,134;82,29;19,9
FOCACCIA ARTE PAO KG;10,0;185,9;0,0;0,0;49,99
GOIABINHA ARTE PAO KG;20,0;127,55;0,0;0,0;32,99
HAMBURGAO ARTE PAO KG;20,0;318,87;12,268;674,74;54,99
MANTEGUINHA ARTE PAO KG;30,0;382,64;0,0;0,0;26,99
MARIA MOLE ARTE PAO KG;20,0;255,1;0,0;0,0;39,99
MARTA ROCHA ARTE PAO KG;20,0;255,1;0,0;0,0;39,99
MASSA FOLHADA DE FRANGO ARTE PAO KG;15,0;398,59;0,0;0,0;49,99
MASSA FOLHADA SALSICHA ARTE PAO KG;10,0;265,72;0,0;0,0;49,99
MINI CHOCOTONE ARTE PAO KG;30,0;255,1;0,0;0,0;14,99
MINI PIZZA BACON ARTE PAO KG;20,0;382,64;0,0;0,0;32,9
MINI PIZZA CALABRESA ARTE PAO KG;20,0;382,64;0,0;0,0;32,9
MINI PIZZA FRANGO ARTE PAO KG;25,0;478,3;0,0;0,0;32,9
MINI PIZZA LOMBO ARTE PAO KG;20,0;382,64;0,0;0,0;32,9
MINI PIZZA MUSSARELA ARTE PAO KG;20,0;382,64;0,0;0,0;32,9
MINI PIZZA PRESUNTO ARTE PAO KG;15,0;286,98;0,0;0,0;32,9
MINI PIZZA SALAMINHO ARTE PAO KG;15,0;286,98;0,0;0,0;32,9
MINI SONHO ARTE PAO KG;15,0;191,32;0,0;0,0;26,99
PALHA ITALIANA ARTE PAO KG;15,0;244,57;0,0;0,0;49,99
PALHA ITALIANA BRANCA ARTE PAO KG;10,0;159,44;0,0;0,0;49,99
PANETONE SALGADO ARTE PAO KG;10,0;72,38;0,0;0,0;24,99
PAO CASEIRO ARTE PAO KG;40,0;257,64;0,844;28,69;33,99
PAO CEARENSE ARTE PAO KG;30,0;191,0;2,808;95,44;33,99
PAO CHINES ARTE PAO KG;30,0;382,64;1,876;63,59;33,9
PAO DE AIPIM ARTE PAO KG;10,0;127,55;0,0;0,0;34,9
PAO DE BATATA ARTE PAO KG;50,0;637,74;7,008;256,06;39,9
PAO DE BATATA C/CALABRESA ARTE PAO;30,0;510,19;0,0;0,0;42,99
PAO DE BATATA C/FRANGO ARTE PAO KG;30,0;510,19;0,0;0,0;42,99
PAO DE BATATA C/PRESUNTO E QUEIJO;30,0;510,19;0,0;0,0;42,99
PAO DE BATATA C/RICOTA ARTE PAO KG;15,0;255,1;0,0;0,0;42,99
PAO DE BATATA C/SALSICHA E BACON;30,0;510,19;0,0;0,0;42,99
PAO DE CEBOLA ARTE PAO KG;40,0;510,19;4,46;155,75;34,9
PAO DE CENOURA ARTE PAO KG;40,0;510,19;3,226;100,11;34,99
PAO DE FORMA ARTE PAO KG;50,0;361,39;35,765;711,36;17,9
PAO DE MEL ARTE PAO KG;10,0;127,55;0,056;1,68;34,99
PAO DE MILHO ARTE PAO KG;15,0;191,32;11,242;280,07;34,99
PAO DOCE COMUM ARTE PAO KG;150,0;1084,16;81,723;2287,43;27,99
PAO DOCE DORMIDO ARTE PAO KG;40,0;276,35;46,346;597,85;12,9
PAO DOCE ESPECIAL CEREJA ARTE PAO KG;50,0;637,74;50,35;1217,3;29,99
PAO DOCE ESPECIAL GOIABADA ARTE PAO;50,0;797,18;0,426;10,65;24,99
PAO DOCE QUADRADO ARTE PAO KG;100,0;1275,48;19,304;455,43;12,89
PAO FRANCES DORMIDO ARTE PAO KG;60,0;408,15;16,179;161,73;12,99
PAO HAMBURG C/GERGELIM ARTE PAO KG;60,492;776,11;19,897;440,02;32,99
PAO HAMBURGUER ARTE PAO KG;140,0;1785,67;3,336;90,04;26,99
PAO HOT DOG ARTE PAO KG;80,0;1020,38;29,3;741,26;32,99
PAO MINI HAMBURGUER ARTE PAO KG;60,0;765,29;8,551;188,14;32,99
PAO MINI HOT DOG ARTE PAO KG;60,0;765,29;5,263;135,82;32,99
PAO MINUTO ARTE PAO KG;25,0;318,87;4,476;90,51;27,99
PAO P/RABANADA ARTE PAO KG;10,0;127,55;0,0;0,0;24,99
PAO PARA TORTA S/CASCA ARTE PAO KG;10,0;127,55;7,962;214,18;26,9
PAO PETROPOLIS ARTE PAO KG;25,0;318,87;10,594;350,19;33,99
PAO SIRIO ARTE PAO KG;20,0;255,1;0,0;0,0;32,9
PAO SOVADO ARTE PAO KG;50,0;637,74;18,818;619,11;32,9
PAO TATU ARTE PAO KG;15,0;191,32;6,676;219,63;32,9
PAO TRANCA RAINHA ARTE PAO KG;40,0;510,19;2,58;84,88;32,9
PE DE MOLEQUE CREMOSO ARTE PAO KG;20,0;318,87;0,0;0,0;29,99
PIZZA BACON ARTE PAO KG;10,0;176,22;2,406;96,0;39,9
PIZZA CALABRESA ARTE PAO KG;15,0;264,34;3,376;134,69;39,9
PIZZA FRANGO ARTE PAO KG;15,0;264,34;0,0;0,0;39,9
PIZZA LOMBO ARTE PAO KG;15,0;264,34;0,0;0,0;39,9
PIZZA MISTA PRESUNTO ARTE PAO KG;15,0;264,34;0,0;0,0;39,9
PIZZA MUSSARELA ARTE PAO KG;10,0;176,22;0,0;0,0;39,9
PIZZA SALAMINHO ARTE PAO KG;10,0;176,22;0,0;0,0;39,9
PUDIM CACAROLA ARTE PAO KG;10,0;127,55;0,0;0,0;32,9
PUDIM LEITE CONDENSADO ARTE PAO KG;10,0;127,55;3,372;118,02;44,99
QUEIJADINHA ARTE PAO KG;20,0;255,1;0,0;0,0;42,79
QUICHE DE PALMITO ARTE PAO KG;10,0;127,55;0,0;0,0;37,09
QUINDIM ARTE PAO KG;10,0;96,3;0,83;24,05;34,99
RABANADA ARTE PAO KG;10,0;127,55;0,0;0,0;29,9
ROCAMBOLE CHOCOLATE ARTE PAO KG;30,0;382,65;0,0;0,0;36,99
ROCAMBOLE DOCE DE LEITE ARTE PAO KG;20,0;255,1;5,134;204,92;39,9
ROCAMBOLE GOIABADA ARTE PAO KG;20,0;255,1;4,4;154,0;34,99
ROCAMBOLE LEITE NINHO ARTE PAO KG;10,0;127,55;0,0;0,0;36,99
ROCAMBOLE SALGADO ARTE PAO KG;10,0;127,55;0,0;0,0;36,99
ROMEU E JULIETA ARTE PAO KG;10,0;127,55;0,0;0,0;27,39
SALGADO CALABRESA ARTE PAO KG;10,0;159,44;4,846;193,84;39,99
SALGADO FRANGO ARTE PAO KG;10,0;159,44;5,742;229,68;39,99
SALGADO FRITO ARTE PAO KG;10,0;159,44;0,0;0,0;39,99
SALGADO PRESUNTO/QUEIJO ARTE PAO KG;10,0;159,44;5,076;203,04;39,99
SALGADO RICOTA C/CENOURA ARTE PAO;10,0;159,44;3,644;145,76;39,99
SALGADO SALSICHA ARTE PAO KG;10,0;159,44;5,23;209,2;39,99
SAMANTILHA ARTE PAO KG;10,0;105,12;1,026;30,78;29,99
SANDUICHE FRANGO ARTE PAO KG;10,0;156,25;30,424;1365,6;44,89
SONHO GRANDE ARTE PAO KG;20,0;255,1;5,058;141,57;34,99
SUSPIRO ARTE PAO KG;20,0;255,1;0,0;0,0;39,99
TORRADA C/MANTEIGA ARTE PAO KG;30,0;220,02;0,0;0,0;24,99
TORRADA C/OREGANO ARTE PAO KG;30,0;220,02;0,0;0,0;24,99
TORRADA NATURAL ARTE PAO KG;30,0;220,02;0,0;0,0;24,99
TORTA DE LIMAO ARTE PAO KG;10,0;127,55;4,056;162,24;39,99
TORTA DE PAO C/FRANGO ARTE PAO KG;150,0;1913,22;2,512;70,32;29,99
TORTA SALGADA DE FRANGO ARTE PAO KG;80,0;1020,38;42,861;1495,86;34,9
